date,hour,day_of_week,timestamp,temperature,icon,humidity,visibility,summary,apparentTemperature,pressure,windSpeed,cloudCover,windBearing,precipIntensity,dewPoint,precipProbability
2016-01-01,00,4,1451606400,36.0,clear-night,0.63,10.0,Clear,29.75,1016.61,7.94,,278,0.0,24.54,0.0
2016-01-01,01,4,1451610000,35.73,partly-cloudy-night,0.62,10.0,Mostly Cloudy,29.39,1015.99,8.01,0.75,281,0.0,24.15,0.0
2016-01-01,02,4,1451613600,35.35,clear-night,0.62,10.0,Clear,29.21,1015.83,7.52,,276,0.0,23.8,0.0
2016-01-01,03,4,1451617200,35.19,clear-night,0.63,10.0,Clear,30.21,1015.82,5.76,,268,0.0,23.93,0.0
2016-01-01,04,4,1451620800,35.33,clear-night,0.63,10.0,Clear,29.4,1015.6,7.18,,266,0.0,24.11,0.0
2016-01-01,05,4,1451624400,35.04,clear-night,0.64,10.0,Clear,29.83,1015.36,6.02,0.0,263,0.0,24.12,0.0
2016-01-01,06,4,1451628000,34.69,clear-night,0.65,10.0,Clear,29.11,1015.34,6.45,0.0,260,0.0,24.24,0.0
2016-01-01,07,4,1451631600,34.72,partly-cloudy-night,0.65,10.0,Mostly Cloudy,29.82,1015.5,5.55,0.6,258,0.0,24.17,0.0
2016-01-01,08,4,1451635200,34.75,partly-cloudy-day,0.66,10.0,Partly Cloudy,29.46,1015.42,6.05,0.31,256,0.0,24.56,0.0
2016-01-01,09,4,1451638800,35.46,clear-day,0.64,10.0,Clear,30.36,1015.55,5.99,,255,0.0,24.61,0.0
2016-01-01,10,4,1451642400,36.45,clear-day,0.62,10.0,Clear,31.29,1015.52,6.34,,248,0.0,24.66,0.0
2016-01-01,11,4,1451646000,36.66,partly-cloudy-day,0.62,10.0,Partly Cloudy,30.58,1014.95,7.9,0.31,245,0.0014,24.75,0.03
2016-01-01,12,4,1451649600,37.07,clear-day,0.58,10.0,Clear,29.98,1014.05,10.05,,273,0.0,23.82,0.0
2016-01-01,13,4,1451653200,36.94,cloudy,0.58,10.0,Overcast,30.25,1013.27,9.17,1.0,278,0.0,23.59,0.0
2016-01-01,14,4,1451656800,36.98,clear-day,0.58,10.0,Clear,31.33,1012.66,7.28,,270,0.0,23.64,0.0
2016-01-01,15,4,1451660400,36.41,clear-day,0.6,9.24,Clear,30.83,1012.35,6.98,,261,0.0,23.76,0.0
2016-01-01,16,4,1451664000,35.65,clear-day,0.62,9.85,Clear,29.34,1012.32,7.93,,252,0.0,23.94,0.0
2016-01-01,17,4,1451667600,34.56,partly-cloudy-night,0.68,8.7,Partly Cloudy,28.32,1012.45,7.4,0.31,248,0.0025,25.11,0.07
2016-01-01,18,4,1451671200,33.61,clear-night,0.71,8.9,Clear,27.37,1012.76,7.1,,261,0.0025,25.17,0.07
2016-01-01,19,4,1451674800,32.77,partly-cloudy-night,0.72,8.21,Partly Cloudy,25.43,1013.35,8.61,0.54,273,0.0,24.68,0.0
2016-01-01,20,4,1451678400,32.25,clear-night,0.69,9.9,Clear,25.0,1013.47,8.25,0.19,276,0.0,23.09,0.0
2016-01-01,21,4,1451682000,31.3,clear-night,0.63,10.0,Clear,23.82,1013.6,8.28,0.17,273,0.0,20.21,0.0
2016-01-01,22,4,1451685600,30.61,clear-night,0.61,10.0,Clear,22.93,1013.55,8.36,0.21,268,0.0,18.76,0.0
2016-01-01,23,4,1451689200,30.04,clear-night,0.6,10.0,Clear,22.06,1013.74,8.65,0.17,271,0.0,17.93,0.0
2016-01-02,00,5,1451692800,29.6,clear-night,0.61,10.0,Clear,22.02,1013.91,7.85,0.2,277,0.0,17.66,0.0
2016-01-02,01,5,1451696400,29.38,clear-night,0.6,10.0,Clear,21.52,1013.97,8.21,0.23,272,0.0,17.38,0.0
2016-01-02,02,5,1451700000,28.53,clear-night,0.63,10.0,Clear,20.56,1014.04,8.1,0.12,269,0.0,17.58,0.0
2016-01-02,03,5,1451703600,29.15,clear-night,0.63,9.89,Clear,21.55,1014.13,7.74,0.22,267,0.0,17.98,0.0
2016-01-02,04,5,1451707200,29.14,clear-night,0.64,10.0,Clear,22.27,1013.91,6.71,0.12,253,0.0,18.41,0.0
2016-01-02,05,5,1451710800,28.96,partly-cloudy-night,0.66,10.0,Partly Cloudy,21.51,1014.08,7.46,0.31,249,0.0,18.87,0.0
2016-01-02,06,5,1451714400,28.94,partly-cloudy-night,0.65,9.95,Partly Cloudy,22.04,1014.47,6.69,0.31,251,0.0,18.81,0.0
2016-01-02,07,5,1451718000,28.71,partly-cloudy-night,0.65,10.0,Partly Cloudy,21.65,1014.91,6.84,0.28,245,0.0,18.4,0.0
2016-01-02,08,5,1451721600,28.67,clear-day,0.64,10.0,Clear,20.64,1015.26,8.23,0.21,253,0.0,17.89,0.0
2016-01-02,09,5,1451725200,30.68,clear-day,0.58,10.0,Clear,23.07,1015.7,8.26,0.13,253,0.0,17.63,0.0
2016-01-02,10,5,1451728800,32.12,clear-day,0.54,10.0,Clear,23.92,1016.0,9.91,0.12,264,0.0,17.5,0.0
2016-01-02,11,5,1451732400,33.41,partly-cloudy-day,0.51,10.0,Partly Cloudy,25.29,1015.61,10.38,0.28,269,0.0,17.38,0.0
2016-01-02,12,5,1451736000,34.84,clear-day,0.49,10.0,Clear,26.99,1014.57,10.55,0.18,277,0.0,17.46,0.0
2016-01-02,13,5,1451739600,35.26,partly-cloudy-day,0.48,10.0,Partly Cloudy,27.02,1014.1,11.68,0.31,271,0.0,17.42,0.0
2016-01-02,14,5,1451743200,35.75,clear-day,0.47,10.0,Clear,28.39,1013.51,9.97,0.21,277,0.0,17.46,0.0
2016-01-02,15,5,1451746800,34.72,clear-day,0.5,10.0,Clear,26.5,1013.55,11.31,0.22,281,0.0,18.03,0.0
2016-01-02,16,5,1451750400,34.04,clear-day,0.52,10.0,Clear,26.9,1013.89,8.75,0.18,276,0.0,18.27,0.0
2016-01-02,17,5,1451754000,33.21,clear-night,0.55,10.0,Clear,26.99,1013.93,6.94,0.09,265,0.0,18.84,0.0
2016-01-02,18,5,1451757600,32.8,clear-night,0.57,10.0,Clear,26.77,1013.87,6.56,0.0,250,0.0,19.31,0.0
2016-01-02,19,5,1451761200,32.65,partly-cloudy-night,0.58,10.0,Mostly Cloudy,26.61,1014.17,6.53,0.65,247,0.0,19.35,0.0
2016-01-02,20,5,1451764800,32.49,partly-cloudy-night,0.59,10.0,Partly Cloudy,26.58,1014.05,6.3,0.31,232,0.0,19.7,0.0
2016-01-02,21,5,1451768400,32.72,clear-night,0.58,10.0,Clear,26.34,1013.7,7.04,,223,0.0,19.58,0.0
2016-01-02,22,5,1451772000,32.66,clear-night,0.59,10.0,Clear,26.48,1012.82,6.73,,221,0.0,19.78,0.0
2016-01-02,23,5,1451775600,32.1,clear-night,0.6,10.0,Clear,25.66,1012.31,6.94,,219,0.0,19.68,0.0
2016-01-03,00,6,1451779200,31.7,partly-cloudy-night,0.61,10.0,Partly Cloudy,25.63,1011.85,6.31,0.31,219,0.0,19.92,0.0
2016-01-03,01,6,1451782800,31.09,partly-cloudy-night,0.63,10.0,Partly Cloudy,24.24,1011.42,7.23,0.33,216,0.0,19.96,0.0
2016-01-03,02,6,1451786400,30.53,clear-night,0.64,10.0,Clear,23.53,1010.85,7.28,0.09,206,0.0,19.69,0.0
2016-01-03,03,6,1451790000,29.71,clear-night,0.65,10.0,Clear,22.83,1010.27,6.87,0.16,196,0.0,19.47,0.0
2016-01-03,04,6,1451793600,29.21,clear-night,0.66,10.0,Clear,22.51,1009.32,6.5,0.06,203,0.0,19.24,0.0
2016-01-03,05,6,1451797200,28.66,clear-night,0.68,10.0,Clear,21.35,1008.98,7.16,0.04,202,0.0,19.39,0.0
2016-01-03,06,6,1451800800,27.46,clear-night,0.72,10.0,Clear,19.96,1008.62,7.08,0.0,200,0.0,19.54,0.0
2016-01-03,07,6,1451804400,27.24,clear-night,0.73,10.0,Clear,20.42,1008.43,6.17,0.04,202,0.0,19.7,0.0
2016-01-03,08,6,1451808000,28.19,clear-day,0.73,10.0,Clear,21.03,1008.7,6.83,0.18,211,0.0,20.7,0.0
2016-01-03,09,6,1451811600,30.95,clear-day,0.68,10.0,Clear,23.62,1008.99,7.93,0.11,217,0.0,21.56,0.0
2016-01-03,10,6,1451815200,34.09,clear-day,0.61,10.0,Clear,26.93,1008.8,8.82,0.04,216,0.0,22.22,0.0
2016-01-03,11,6,1451818800,36.67,clear-day,0.55,10.0,Clear,30.15,1008.29,8.7,0.08,232,0.0,22.23,0.0
2016-01-03,12,6,1451822400,37.64,clear-day,0.54,10.0,Clear,30.89,1007.41,9.63,0.13,242,0.0,22.48,0.0
2016-01-03,13,6,1451826000,39.0,partly-cloudy-day,0.51,10.0,Partly Cloudy,31.53,1006.86,12.17,0.29,247,0.0,22.49,0.0
2016-01-03,14,6,1451829600,39.5,partly-cloudy-day,0.5,10.0,Partly Cloudy,32.36,1006.79,11.62,0.26,252,0.0,22.62,0.0
2016-01-03,15,6,1451833200,39.16,partly-cloudy-day,0.51,10.0,Partly Cloudy,32.97,1007.13,9.18,0.25,261,0.0,22.67,0.0
2016-01-03,16,6,1451836800,38.34,clear-day,0.53,10.0,Clear,32.5,1007.69,8.13,0.2,254,0.0,22.9,0.0
2016-01-03,17,6,1451840400,37.15,clear-night,0.56,10.0,Clear,31.4,1008.19,7.5,0.22,253,0.0,22.96,0.0
2016-01-03,18,6,1451844000,35.7,clear-night,0.6,10.0,Clear,30.8,1008.85,5.79,0.1,258,0.0,23.02,0.0
2016-01-03,19,6,1451847600,34.02,clear-night,0.66,10.0,Clear,29.33,1009.39,5.14,0.18,235,0.0,23.79,0.0
2016-01-03,20,6,1451851200,33.94,clear-night,0.65,10.0,Clear,28.56,1009.9,5.97,0.22,252,0.0,23.53,0.0
2016-01-03,21,6,1451854800,32.7,clear-night,0.69,10.0,Clear,27.87,1010.07,5.02,0.21,234,0.0,23.68,0.0
2016-01-03,22,6,1451858400,31.71,clear-night,0.72,9.79,Clear,26.35,1010.01,5.43,0.02,244,0.0,23.62,0.0
2016-01-03,23,6,1451862000,30.35,clear-night,0.75,9.78,Clear,24.49,1010.09,5.72,0.08,258,0.0,23.45,0.0
2016-01-04,00,0,1451865600,27.93,clear-night,0.81,9.6,Clear,23.68,1010.22,3.75,0.09,294,0.0,22.94,0.0
2016-01-04,01,0,1451869200,27.73,clear-night,0.8,9.75,Clear,21.23,1010.28,5.9,0.11,283,0.0,22.37,0.0
2016-01-04,02,0,1451872800,27.24,clear-night,0.8,9.92,Clear,20.45,1010.51,6.14,0.2,298,0.0,21.96,0.0
2016-01-04,03,0,1451876400,28.39,clear-night,0.72,9.83,Clear,19.76,1011.5,9.1,0.19,310,0.0,20.68,0.0
2016-01-04,04,0,1451880000,27.6,clear-night,0.68,9.75,Clear,17.16,1011.83,12.18,0.11,314,0.0,18.48,0.0
2016-01-04,05,0,1451883600,27.55,clear-night,0.65,9.68,Clear,17.82,1012.32,10.72,,321,0.0,17.23,0.0
2016-01-04,06,0,1451887200,25.63,partly-cloudy-night,0.64,9.79,Partly Cloudy,15.26,1013.31,11.04,0.31,325,0.0,15.3,0.0
2016-01-04,07,0,1451890800,24.3,partly-cloudy-night,0.63,9.89,Partly Cloudy,13.58,1014.53,11.07,0.44,330,0.0,13.64,0.0
2016-01-04,08,0,1451894400,22.48,clear-day,0.63,9.63,Clear,11.25,1015.48,11.19,0.08,334,0.0,11.89,0.0
2016-01-04,09,0,1451898000,21.72,clear-day,0.61,9.27,Clear,9.41,1016.24,12.89,0.17,346,0.0,10.26,0.0
2016-01-04,10,0,1451901600,21.16,clear-day,0.58,9.6,Clear,9.26,1017.28,11.8,0.0,344,0.0,8.91,0.0
2016-01-04,11,0,1451905200,21.09,clear-day,0.56,9.73,Clear,8.95,1017.53,12.23,0.0,347,0.0,7.72,0.0
2016-01-04,12,0,1451908800,21.45,clear-day,0.52,9.8,Clear,9.32,1017.27,12.37,0.21,337,0.0,6.52,0.0
2016-01-04,13,0,1451912400,21.62,partly-cloudy-day,0.5,9.77,Partly Cloudy,10.5,1017.37,10.6,0.34,347,0.0,5.98,0.0
2016-01-04,14,0,1451916000,21.32,clear-day,0.49,9.73,Clear,9.29,1017.62,12.1,0.14,342,0.0,5.38,0.0
2016-01-04,15,0,1451919600,20.3,clear-day,0.48,9.83,Clear,7.74,1018.69,12.61,0.11,345,0.0,3.64,0.0
2016-01-04,16,0,1451923200,18.16,clear-day,0.49,10.0,Clear,4.49,1019.92,13.69,0.03,351,0.0,2.06,0.0
2016-01-04,17,0,1451926800,15.5,clear-night,0.52,10.0,Clear,0.62,1021.38,14.65,0.05,355,0.0,0.96,0.0
2016-01-04,18,0,1451930400,13.51,clear-night,0.52,10.0,Clear,-1.33,1022.8,13.51,0.05,347,0.0,-0.72,0.0
2016-01-04,19,0,1451934000,11.92,clear-night,0.54,10.0,Clear,-2.45,1024.41,11.98,0.13,352,0.0,-1.54,0.0
2016-01-04,20,0,1451937600,10.72,clear-night,0.56,10.0,Clear,-4.74,1025.81,13.29,0.08,352,0.0,-1.71,0.0
2016-01-04,21,0,1451941200,9.56,clear-night,0.56,10.0,Clear,-6.07,1026.85,13.03,0.15,355,0.0,-2.87,0.0
2016-01-04,22,0,1451944800,8.65,clear-night,0.56,10.0,Clear,-7.12,1027.87,12.86,0.05,356,0.0,-3.63,0.0
2016-01-04,23,0,1451948400,7.45,clear-night,0.58,10.0,Clear,-7.96,1028.74,11.79,0.07,356,0.0,-4.27,0.0
2016-01-05,00,1,1451952000,6.57,clear-night,0.58,10.0,Clear,-8.64,1029.27,11.16,0.02,357,0.0,-5.2,0.0
2016-01-05,01,1,1451955600,6.27,clear-night,0.58,10.0,Clear,-8.65,1029.82,10.65,0.0,355,0.0,-5.34,0.0
2016-01-05,02,1,1451959200,5.71,clear-night,0.59,10.0,Clear,-8.7,1030.67,9.79,0.0,354,0.0,-5.42,0.0
2016-01-05,03,1,1451962800,5.34,clear-night,0.6,10.0,Clear,-7.73,1031.53,8.12,0.02,350,0.0,-5.47,0.0
2016-01-05,04,1,1451966400,5.09,clear-night,0.61,10.0,Clear,-6.88,1032.02,6.95,0.01,343,0.0,-5.22,0.0
2016-01-05,05,1,1451970000,4.9,clear-night,0.63,10.0,Clear,-7.53,1032.68,7.36,0.0,342,0.0,-5.03,0.0
2016-01-05,06,1,1451973600,4.77,clear-night,0.63,10.0,Clear,-8.08,1033.65,7.76,0.0,334,0.0,-4.97,0.0
2016-01-05,07,1,1451977200,4.62,clear-night,0.64,10.0,Clear,-7.7,1034.49,7.19,0.0,346,0.0,-4.9,0.0
2016-01-05,08,1,1451980800,5.08,clear-day,0.63,10.0,Clear,-6.2,1035.32,6.32,0.0,347,0.0,-4.59,0.0
2016-01-05,09,1,1451984400,8.11,clear-day,0.58,10.0,Clear,-4.12,1036.02,7.85,0.02,350,0.0,-3.73,0.0
2016-01-05,10,1,1451988000,11.26,clear-day,0.51,10.0,Clear,0.48,1036.34,7.02,0.0,346,0.0,-3.25,0.0
2016-01-05,11,1,1451991600,14.72,clear-day,0.44,10.0,Clear,4.69,1036.24,6.98,0.0,335,0.0,-3.14,0.0
